Date,Open,High,Low,Close,Adj Close,Volume
2013-01-01,418.03741455078125,419.3252258300781,415.6104431152344,416.4029235839844,387.8851623535156,3152667
2013-01-02,418.03741455078125,423.9810791015625,417.3192443847656,419.9938659667969,391.23016357421875,6203434
2013-01-03,420.3158264160156,426.9529113769531,418.3345947265625,426.3337707519531,397.1358642578125,7968629
2013-01-04,426.90338134765625,428.2406921386719,422.767578125,426.8786315917969,397.6434020996094,6140890
2013-01-07,428.7855529785156,431.41064453125,421.9007873535156,424.27825927734375,395.22113037109375,7064261
2013-01-08,423.5353088378906,425.0212097167969,419.9691162109375,421.3312072753906,392.4759216308594,6448905
2013-01-09,422.197998046875,425.88800048828125,420.340576171875,422.3465881347656,393.4217224121094,7878644
2013-01-10,424.8478698730469,425.4422302246094,419.5233459472656,421.0340270996094,392.19903564453125,4264172
2013-01-11,422.2475280761719,422.49517822265625,414.1988220214844,416.0066833496094,387.5160827636719,3715209
2013-01-14,416.551513671875,422.49517822265625,415.5609130859375,419.7957458496094,391.04559326171875,3258598
2013-01-15,419.1023254394531,421.9007873535156,415.0655822753906,419.5976257324219,390.86102294921875,4793989
2013-01-16,419.05279541015625,431.3611145019531,419.05279541015625,426.6309509277344,397.4126892089844,9022900
2013-01-17,427.00244140625,442.57977294921875,425.8384704589844,440.8214416503906,410.63128662109375,10207239
2013-01-18,443.2979736328125,447.23565673828125,438.6668701171875,445.8735656738281,415.3374328613281,10501297
2013-01-21,464.6456298828125,473.0162658691406,454.7147521972656,455.65582275390625,424.44976806640625,20286308
2013-01-22,455.68060302734375,460.9803771972656,453.47650146484375,455.7053527832031,424.4958801269531,8613623
2013-01-23,456.7207336425781,460.0392761230469,453.7984313964844,457.1912841796875,425.8800048828125,5400448
2013-01-24,458.1571350097656,459.81640625,449.24163818359375,453.47650146484375,422.419677734375,6201657
2013-01-25,453.8232116699219,454.3680419921875,448.3005676269531,451.8172302246094,420.8741149902344,6501830
2013-01-28,451.3962097167969,452.2877502441406,443.2979736328125,444.5610046386719,414.1147766113281,6184550
2013-01-29,443.2979736328125,446.7651062011719,435.9179382324219,437.280029296875,407.3324890136719,7125282
2013-01-30,439.58319091796875,447.4585266113281,439.58319091796875,445.4773254394531,414.96832275390625,8141748
2013-01-31,444.115234375,444.7839050292969,437.4038391113281,439.16217041015625,409.0857238769531,7722548
2013-02-01,441.4901123046875,445.6754455566406,437.6514892578125,442.80267333984375,412.4768981933594,3762524
2013-02-04,443.81805419921875,446.2698059082031,437.8991394042969,439.18695068359375,409.10882568359375,6321183
2013-02-05,437.849609375,438.79071044921875,432.4012756347656,433.26806640625,403.5953063964844,4480439
2013-02-06,436.0912780761719,437.3047790527344,431.31158447265625,433.7138366699219,404.0105285644531,4558007
2013-02-07,431.7078552246094,436.8590087890625,430.0981140136719,432.35174560546875,402.74169921875,3942395
2013-02-08,430.8905944824219,432.8965759277344,424.47637939453125,427.72064208984375,398.4277038574219,4423115
2013-02-11,428.4388427734375,433.3918762207031,426.2594909667969,430.12286376953125,400.6654968261719,3844245
2013-02-12,430.221923828125,436.041748046875,428.53790283203125,433.6147766113281,403.9182434082031,4489795
2013-02-13,437.849609375,439.8308410644531,432.15362548828125,435.37310791015625,405.5561828613281,4861085
2013-02-14,435.868408203125,437.57720947265625,421.5045471191406,424.005859375,394.9674072265625,5669500
2013-02-15,423.4362487792969,424.67449951171875,413.1339111328125,418.9289855957031,390.23822021484375,6641223
2013-02-18,420.0186462402344,423.28765869140625,417.64117431640625,419.77099609375,391.0224914550781,2450597
2013-02-19,420.5139465332031,423.48577880859375,413.20819091796875,420.2167663574219,391.4378356933594,4465943
2013-02-20,424.9469299316406,435.2987976074219,424.27825927734375,433.2928161621094,403.6183166503906,6864000
2013-02-21,430.4200439453125,434.2834167480469,422.8171081542969,425.5660705566406,396.42071533203125,7483003
2013-02-22,425.2193298339844,431.9059753417969,424.9716796875,427.2500915527344,397.9894104003906,4488226
2013-02-25,427.9435119628906,428.4140625,421.5045471191406,423.163818359375,394.1830139160156,4558920
2013-02-26,420.86065673828125,420.86065673828125,405.5309753417969,407.8836669921875,379.9493408203125,6218671
2013-02-27,411.1031494140625,416.5267333984375,409.6915283203125,411.7470397949219,383.54815673828125,8172768
2013-02-28,414.6693420410156,415.83331298828125,399.0920104980469,403.1039733886719,375.49700927734375,12768708
2013-03-01,404.16888427734375,405.4071350097656,398.9681701660156,401.3951721191406,373.9052429199219,6417934
2013-03-04,400.6522216796875,405.2833251953125,398.6709899902344,402.4848327636719,374.9202575683594,6898502
2013-03-05,405.7043151855469,413.3072509765625,405.7043151855469,409.2952880859375,381.2642517089844,6073047
2013-03-06,412.0442199707031,415.2637023925781,409.4686584472656,413.7034912109375,385.37054443359375,4974092
2013-03-07,411.7222900390625,416.7991638183594,408.1560974121094,414.3226318359375,385.947265625,4859539
2013-03-08,417.5421142578125,423.3371887207031,416.05621337890625,421.65313720703125,392.7757873535156,4675892
2013-03-11,422.0494079589844,426.2594909667969,416.0809631347656,418.2850646972656,389.6383972167969,4877596
2013-03-12,421.25689697265625,423.2381286621094,417.8145446777344,419.9443359375,391.1840515136719,3946988
2013-03-13,417.1458740234375,424.27825927734375,416.1552734375,418.53271484375,389.8690490722656,4338974
2013-03-14,418.03741455078125,427.6711120605469,413.7034912109375,425.987060546875,396.8128662109375,6825747
2013-03-15,428.31500244140625,430.6181640625,415.21417236328125,417.86407470703125,389.2461242675781,5904119
2013-03-18,413.5796813964844,417.7897644042969,411.4993896484375,413.23297119140625,384.9322814941406,3702764
2013-03-19,414.3721618652344,415.5609130859375,402.13812255859375,408.6266174316406,380.6413879394531,8293306
2013-03-20,410.80596923828125,411.00408935546875,402.8563232421875,407.4874267578125,379.5802307128906,9312667
2013-03-21,408.6266174316406,412.4900207519531,398.5967102050781,402.4848327636719,374.9202575683594,7688640
2013-03-22,400.35504150390625,406.6454162597656,398.3985900878906,401.4942321777344,373.9974670410156,5481226
2013-03-25,406.4472961425781,407.80938720703125,397.3584289550781,400.8255615234375,373.3746032714844,6488072
2013-03-26,397.4822692871094,398.72052001953125,386.337890625,387.9971618652344,361.4248046875,8983383
2013-03-28,388.8144226074219,389.28497314453125,378.61114501953125,382.82122802734375,356.60333251953125,12236024
2013-04-01,386.8332214355469,391.68719482421875,383.2669982910156,385.7187805175781,359.30242919921875,3842729
2013-04-02,386.43695068359375,394.51043701171875,385.4958801269531,393.22265625,366.29241943359375,5127612
2013-04-03,395.1543273925781,395.7486877441406,381.8801574707031,384.62908935546875,358.287353515625,4301892
2013-04-04,382.62310791015625,385.3225402832031,378.5120849609375,380.1713562011719,354.1349792480469,5499074
2013-04-05,380.8895568847656,387.5266418457031,380.2456359863281,386.3874206542969,359.9252624511719,5994776
2013-04-08,385.3968200683594,393.4455261230469,385.3472900390625,390.9937744140625,364.2161560058594,4097473
2013-04-09,392.3310852050781,394.0646667480469,381.9296875,384.82720947265625,358.4718933105469,6037288
2013-04-10,386.3874206542969,388.2943420410156,382.1773376464844,386.04071044921875,359.6022644042969,5625802
2013-04-11,388.3191223144531,388.86395263671875,378.4873046875,381.9296875,355.7728576660156,5274265
2013-04-12,379.89892578125,386.5360107421875,378.9083251953125,384.03472900390625,357.7336730957031,5237928
2013-04-15,382.8955383300781,396.21923828125,382.8955383300781,393.0740661621094,366.1539611816406,7469100
2013-04-16,394.7580871582031,401.1970520019531,389.0125427246094,398.6957702636719,371.3907165527344,8202977
2013-04-17,399.14154052734375,400.9989318847656,380.9886169433594,383.21746826171875,356.97247314453125,14816785
2013-04-18,384.6043395996094,388.9134826660156,382.6974182128906,387.1304016113281,360.6173095703125,6365615
2013-04-22,389.3097229003906,393.618896484375,385.4958801269531,391.1671142578125,364.3775939941406,5902995
2013-04-23,392.0339050292969,399.11676025390625,389.3345031738281,398.0766296386719,370.81390380859375,5702397
2013-04-25,400.0083312988281,409.41912841796875,400.0083312988281,405.97674560546875,378.1730041503906,11962780
2013-04-26,402.6829528808594,408.6266174316406,391.1423645019531,392.47967529296875,365.60028076171875,9623230
2013-04-29,392.8263854980469,395.69915771484375,390.5232238769531,392.603515625,365.7156677246094,9676988
2013-04-30,393.09881591796875,394.584716796875,384.92626953125,390.3994140625,363.6625061035156,8098842
2013-05-02,390.003173828125,399.7111511230469,388.0219421386719,397.6803894042969,370.44482421875,12569531
2013-05-03,397.72991943359375,404.1193542480469,393.71795654296875,396.4916687011719,369.3374938964844,5961256
2013-05-06,397.33367919921875,408.60186767578125,397.33367919921875,406.9425964355469,379.07269287109375,4318845
2013-05-07,406.89306640625,414.02545166015625,405.97674560546875,410.18682861328125,382.0947570800781,7628531
2013-05-08,411.1526794433594,412.53955078125,407.16546630859375,410.9298095703125,382.7868347167969,5472648
2013-05-09,410.3106689453125,411.92041015625,403.673583984375,405.2090148925781,377.4578552246094,3776240
2013-05-10,403.5249938964844,406.39776611328125,400.8008117675781,402.658203125,379.25390625,4191217
2013-05-13,402.8563232421875,408.874267578125,395.6496276855469,397.72991943359375,374.6120910644531,4193755
2013-05-14,396.51641845703125,400.7017517089844,394.0646667480469,395.32769775390625,372.34954833984375,4074156
2013-05-15,397.234619140625,406.5463562011719,397.234619140625,405.65478515625,382.07635498046875,5194387
2013-05-16,404.16888427734375,417.9383544921875,403.9212341308594,416.3781433105469,392.17645263671875,7013660
2013-05-17,416.3781433105469,418.3841247558594,407.78460693359375,413.82733154296875,389.77386474609375,5761817
2013-05-20,414.7684020996094,423.48577880859375,410.4840087890625,411.6727600097656,387.7445068359375,6109263
2013-05-21,411.6479797363281,416.05621337890625,408.77520751953125,410.40972900390625,386.5549621582031,4889237
2013-05-22,411.1526794433594,413.0843811035156,402.9306335449219,405.5309753417969,381.9597473144531,5805340
2013-05-23,402.0143127441406,404.16888427734375,386.3874206542969,388.5420227050781,365.9582824707031,5906338
2013-05-24,392.9749755859375,393.618896484375,385.941650390625,389.5326232910156,366.8913269042969,3680641
2013-05-27,397.6060791015625,412.4900207519531,396.73931884765625,410.2611389160156,386.4149169921875,8748407
2013-05-28,411.1031494140625,419.47381591796875,409.22100830078125,417.740234375,393.4593505859375,10030494
2013-05-29,416.3038635253906,420.9101867675781,412.81195068359375,419.9691162109375,395.5587158203125,11884723
2013-05-30,418.53271484375,419.0280456542969,411.1031494140625,414.4712219238281,390.3803405761719,8410878
